example_id,text,category
tr_0c55b1ecd3,Why is there a fee for cash withdrawal?,cash_withdrawal_charge
tr_63614ddad9,How long does it typically take to make a transfer from a UK bank? I just made one and it hasn't shown up in my account yet.,balance_not_updated_after_bank_transfer
tr_e8a7bcf7e2,Is there a charge for top-ups?,top_up_by_card_charge
tr_552ff7c7ce,"I must quickly transfer something from China, and I need to know how long it will take.",transfer_timing
tr_17a6ef9ebb,Will the card be a Mastercard or a Visa?,visa_or_mastercard
tr_6df77ce782,After I transferred money the balance remained the same.,balance_not_updated_after_bank_transfer
tr_609b7ffcf8,When will the transaction post to my account?,pending_transfer
tr_a2c895ff3d,What's the web address to unblock my pin?,pin_blocked
tr_b9b9ac633c,Hi something is going on with the app.  I see some payments I didn't make?,card_payment_not_recognised
tr_234543dacc,How do I go forth on transferring a sum of money from one account to another?,transfer_into_account
tr_c18ddb440f,Why am I charged whenever I withdraw cash?,cash_withdrawal_charge
tr_0bd39ee1e0,"It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take?",pending_transfer
tr_a645c58c67,Is exchanging currencies a feature of the app?,exchange_via_app
tr_71df791468,I ordered my card but it hasn't been delivered yet,card_arrival
tr_52cbdf8773,How can I get a virtual card for a one-time transaction?,get_disposable_virtual_card
tr_355530a701,Is there a way to link cards if I have one of yours?,card_linking
tr_c526eb5aa1,How do I cancel a purchase?,request_refund
tr_3d2713e810,"My top up hasn't gone through yet, why?",pending_top_up
tr_28741dc189,How come the ATM won't give me my money?,declined_cash_withdrawal
tr_54d5a509fe,"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",balance_not_updated_after_cheque_or_cash_deposit
tr_6856879ac5,Unable to use my American Express with Apple Pay to top up my account,apple_pay_or_google_pay
tr_fa2ddfa234,I bought something with my card and I was charged a fee,card_payment_fee_charged
tr_da2e737c84,What is delivery speed to the United States?,card_delivery_estimate
tr_800153c89b,"I should only have one charge, but it shows two.",transaction_charged_twice
tr_b7c5458aa2,Why wasn't my contactless accepted at the metro?,contactless_not_working
tr_949f849b2f,"I would like to give another card to my daughter, how can I proceed?",getting_spare_card
tr_8922da326b,Can I use a bank transfer to add money to my account?,transfer_into_account
tr_d573583cf8,How do I validate my identity.,verify_my_identity
tr_bb36d33eb3,I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please?,top_up_failed
tr_028e982a84,The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash.,wrong_amount_of_cash_received
tr_62fe5a7152,The app says I made a cash withdrawal that I didn't make,cash_withdrawal_not_recognised
tr_54f29b8d39,How can I go about getting a disposable virtual card?,get_disposable_virtual_card
tr_bbdbd143fc,My card wants to be topped what do you guys support?,supported_cards_and_currencies
tr_7eeced00fe,Why is the payment on my card still pending?,pending_card_payment
tr_1fc75f1972,Why are you charging me for ATM withdrawal? It has always been free before.,cash_withdrawal_charge
tr_eb94d9f3f1,How do I order a new card if my current one is about to expire?,card_about_to_expire
tr_77358e1f9a,why are all my identity details required,why_verify_identity
tr_f3b55485e1,how much does it cost to add money to my card,top_up_by_card_charge
tr_5e5654bb6f,What currencies can I use?,supported_cards_and_currencies
tr_646447719f,I just noticed my transfer was declined and I don't know why. Can you help me?,declined_transfer
tr_4baddfec92,Is there something that I can do since my phone was stolen yesterday?,lost_or_stolen_phone
tr_aaa08f1af1,"I found my card, am I able to put it back into the app?",card_linking
tr_b9edbb522b,I'd like to provide my daughter with a card - could I get an additional card from my account to give her?,getting_spare_card
tr_c98f5c9d48,"I've been waiting for a pending transfer to go through for a while now, and don't see any reason why I've been waiting this long.  I know that I have the correct account details, so that isn't the problem.",pending_transfer
tr_0477083214,Why is the transaction not posting?,pending_transfer
tr_c18c3ac310,What reasons could cause my top up to be reverted,top_up_reverted
tr_9f925b441f,Am I able to top up with this cheque I received?,top_up_by_cash_or_cheque
tr_743671d393,My card got charged twice for the same thing!,transaction_charged_twice
tr_aeec95c021,Why hasn't the app verified my identity?,unable_to_verify_identity
tr_2aeee61aad,I need to find out where the card is that I ordered.,card_arrival
tr_4b5a666eb2,Can I get an actual card,order_physical_card
tr_175fd05131,How do I top up using my Apple Watch?,apple_pay_or_google_pay
tr_2232896f7e,why was i chargged,transfer_fee_charged
tr_9e92cbcea8,I need assistance addressing a direct debit that I did not do myself.,direct_debit_payment_not_recognised
tr_e08c0fc898,I can't find the card PIN.,get_physical_card
tr_541ea5b958,I was mistakenly charged a fee for using my card.,card_payment_fee_charged
tr_7206149adc,"There's a payment with my card that I definitely didn't do myself, never seen that name before.",card_payment_not_recognised
tr_baf569ea8d,My transfer says pending. What does that mean?,pending_transfer
tr_1d82f0b50b,Do I need to do anything? My phone was stolen yesterday.,lost_or_stolen_phone
tr_70689664ee,My credit card was just denied for top up! Can you tell me why this happened and what's going on?,top_up_failed
tr_a4ae4d65fe,I need to change my address,edit_personal_details
tr_680aa49d98,What currencies do you accept for adding money to my account?,supported_cards_and_currencies
tr_d40b36b04f,Is my country's currency supported by your system?,fiat_currency_support
tr_23b453ef59,Using international ATMs messes up the exchange rate.,wrong_exchange_rate_for_cash_withdrawal
tr_5bbffbf761,I tried to use the ATM with foreign currency. The conversion rate applied was wrong.,wrong_exchange_rate_for_cash_withdrawal
tr_49160f3db0,Why is my last transfer pending?,pending_transfer
tr_b7762dadf9,My transaction is showing several times.,transaction_charged_twice
tr_75ab46640d,I paid with a card and there is an extra charge. Why?,card_payment_fee_charged
tr_2bd0181c39,can i get a card if I live in the usa?,country_support
tr_faacd7eecf,Can I keep using my card after it expires?,card_about_to_expire
tr_0dc72df52d,Why are my purchases from this morning still pending?,pending_card_payment
tr_10f9035d82,How much transactions do I get with a disposable card?,disposable_card_limits
tr_053272ac82,A transaction shows duplicate times.,transaction_charged_twice
tr_5751fb4921,I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly?,reverted_card_payment?
tr_bd1c04541d,What are the steps for  making a transfer for topping up?,transfer_into_account
tr_55b2675876,I just bought an item and would like to stop payment can you tell me if the item has been sent yet?,request_refund
tr_8a9e01b3f1,Why is there some cash that I did not deposit in my account?,cash_withdrawal_not_recognised
tr_8483508222,I was overcharged an additional pound.,extra_charge_on_statement
tr_17985fe3d7,"my card details could be stolen, as i didnt make these transactions",compromised_card
tr_5108b91568,Why was money taken for a transfer?,transfer_fee_charged
tr_8f4d3ac9e2,There is a payment made with my card that I don't recognize at all.,card_payment_not_recognised
tr_9832dcf19c,I can't verify my ID. Why?,unable_to_verify_identity
tr_18d9b1c1b0,My money transaction hasn't arrived.,transfer_not_received_by_recipient
tr_1ea09b0158,Please help me as my online payment is getting declined since yesterday while i am trying to purchase something online.,declined_transfer
tr_153d8a07c9,I can use this card at which ATMs?,atm_support
tr_433cbbb6c0,Is there a reason I was charged an extra fee for using the ATM?,cash_withdrawal_charge
tr_f93b2d34ca,How do I change my AUD into GBP?,exchange_via_app
tr_803625f71f,I keep checking my statements but no progress.I requested a refund but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,Refund_not_showing_up
tr_742574dbb5,Do the disposable cards have restrictions?,disposable_card_limits
tr_0c26a8638d,"I transferred money, why was charged for an extra fee?",transfer_fee_charged
tr_397ee8147c,Can you lookup my password?,passcode_forgotten
tr_1ca6f8184b,How can I exchange AUD for GBP?,exchange_via_app
tr_dcfcbfeec0,I am not comfortable verifying my indentity.,why_verify_identity
tr_baa923ca3f,I would like to have a Mastercard.,visa_or_mastercard
tr_e849c44c24,How many payments can I make using a virtual card?,disposable_card_limits
tr_03502a4062,I need help reapplying my top-up. It seems it isn't working.,top_up_failed
tr_77ac062543,How do I make my card appear on the app?,card_linking
tr_5fb15022c8,What documents do I need to get together to verify my identity?,verify_my_identity
tr_22fe554ca8,A direct debit appears in the app but I didn't authorize it.,direct_debit_payment_not_recognised
tr_3ce3b6fe6d,Why am i being double charged for something?,transaction_charged_twice
tr_1c971746a1,What countries are you available in?,country_support
tr_22c473caf5,Please help revert my transaction from this morning.,cancel_transfer
tr_65322c0930,What can i pay with out  fees,card_payment_fee_charged
tr_66df17f134,I need my card as quick as possible,card_delivery_estimate
tr_36322f6d7d,Can I update my details?,edit_personal_details
tr_4097a3956f,Is there a fee for topping up a card?,top_up_by_card_charge
tr_9dd25348d0,If I can't choose my card type will I be able to use it everywhere?,visa_or_mastercard
tr_490d6cdbd5,Do I have a card PIN?,get_physical_card
tr_b97a79c17a,What do I do to link my new card?,card_linking
tr_334cdbeb31,There was a direct debit transaction I have don't think should be there.,direct_debit_payment_not_recognised
tr_decee54a62,I got less cash than what I specified at the ATM.,wrong_amount_of_cash_received
tr_75c901b1b8,How do I go forth on holding money in multiple currencies?,fiat_currency_support
tr_791f763c1a,I have a payment that has not gone through yet,pending_card_payment
tr_8e3285e2a6,Why check my identity?,why_verify_identity
tr_4e64f052e8,I am seeing inside the App a some cash withdrawal that is not mine,cash_withdrawal_not_recognised
tr_ca0a2a3f66,"I just recently got a new beach condo in Bora Bora, and to furnish it I used this account a lot from overseas. It's upsetting, being a long-time customer of yours, that I saw extra fees on my account from my currency transfer. Is this what I should expect from you in the future?",transfer_fee_charged
tr_ffe3c68df5,what steps do you take to check identity,verify_my_identity
tr_4b1584608d,My cash transaction isn't showing on my receipt,transfer_not_received_by_recipient
tr_9588b3744e,Why are fees charged for cash withdrawals? I went to withdraw some money earlier today after shopping. There's a new fee that there.,cash_withdrawal_charge
tr_51b2cf79ec,Can I make a withdraw in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional fees?,wrong_exchange_rate_for_cash_withdrawal
tr_312fe4f2ce,My exchange rate isn't correct.,card_payment_wrong_exchange_rate
tr_1fd1c47f3f,"I just received a new card, where do I go to link it to my account?",card_linking
tr_9268b3aa64,"I received the wrong color and size, can I return it?",request_refund
tr_929371af8b,Help!  My card is stolen.,lost_or_stolen_card
tr_93d663d668,"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",wrong_amount_of_cash_received
tr_4a17b896da,"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",wrong_amount_of_cash_received
tr_fd23bcd44b,"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",lost_or_stolen_card
tr_60a6fe0df2,Who gets support?,country_support
tr_e8b401a258,What do I do if I can't access my passcode?,passcode_forgotten
tr_8df3935371,How do I know it is a Mastercard ATM?,atm_support
tr_398122069a,What's the reason for needing to verify my identity?,why_verify_identity
tr_f041269142,How long does a transfer from the UK account usually take? After completing the transfer it is not showing up. I need to know that everything I actually went okay.,balance_not_updated_after_bank_transfer
tr_f6738ff91b,"I want to know which currencies and cards are supported, can you provide a list?",supported_cards_and_currencies
tr_95379221f4,Where do I get a virtual card?,getting_virtual_card
tr_46f60088ca,There's been a transaction to the wrong account.,cancel_transfer
tr_581b1e9717,Is there a limit to a disposable virtual card?,disposable_card_limits
tr_f2ed3d0fbc,Is there a charge for using transfers for top ups?,top_up_by_bank_transfer_charge
tr_2612c2238a,What is the fee for a cash withdrawal?,cash_withdrawal_charge
tr_fa422d042f,"When I went to get cash, it was declined!",declined_cash_withdrawal
tr_ab0bf4d9fd,I must change my address.,edit_personal_details
tr_49aef8994e,Can you tell me the limit for top ups?,top_up_limits
tr_c9f393d3d9,I would like to know what exchange rates you use?,exchange_rate
tr_efb5725dbb,Am I allowed to transfer money to a beneficiary?,beneficiary_not_allowed
tr_0ba04874cd,My card expires very soon.  What is the cost and delivery time to get a new one?,card_about_to_expire
tr_4341d36f3b,Is it possible that my card payment was reverted?,reverted_card_payment?
tr_2a28236f18,Why did I get charged extra?,card_payment_fee_charged
tr_20cad8622f,My card payment failed.,declined_card_payment
tr_fdd78bb476,"My order hasn't shown up yet, what can I do?",request_refund
tr_ff2f008f9e,Can you please tell me why my cash withdrawal is still pending?,pending_cash_withdrawal
tr_d46ce2d397,I need to make several disposable cards per day.,disposable_card_limits
tr_ee721a5382,I need to know if you will accept my credit card.,supported_cards_and_currencies
tr_24b8157970,Can exchanged be made to EUR?,fiat_currency_support
tr_a8031a50f3,What is the reason my cash withdrawal is still pending?,pending_cash_withdrawal
tr_7f1ab94578,I have a new card and need to activate it,activate_my_card
tr_facd2860c7,"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",card_linking
tr_be07d0f9c0,Where do I find how to top off with a check?,top_up_by_cash_or_cheque
tr_838f275545,I am not in the UK can i get a card?,country_support
tr_3d212aedd1,I am being charged a pound out of nowhere. What is this?,extra_charge_on_statement
tr_8d64d6f9e2,"Hello, my transfers are getting failed continuously, in spite of the fact that all the recipient details are correct. Please advise.",declined_transfer
tr_7ba8e490b2,What do I do if my PIN was blocked?,pin_blocked
tr_85cab31464,How come there is a $1 extra charge on my statement?,extra_charge_on_statement
tr_66d36a3ffa,What transfer methods do you accept?,transfer_into_account
tr_c5b505be5d,"Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise.",reverted_card_payment?
tr_ae2a7cf36b,after i got married i need to change my name,edit_personal_details
tr_bc3af35462,Has my top-up been cancelled?,top_up_reverted
tr_3270b9b26d,I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.,beneficiary_not_allowed
tr_be4d5ca2fe,I have a payment that hasn't went through yet.,pending_card_payment
tr_68cd7db6ed,Whats the limit on my top up,top_up_limits
tr_a0bc8c5f9c,"I need to transfer something from China, How long will it take?",transfer_timing
tr_3301ad80d9,The transfer I tried to make failed.,failed_transfer
tr_46711bdf98,My card payment has been pending for a long time now. Why is it taking so long to take. It should have already made it through.,pending_card_payment
tr_d204140fc2,Can I allow other people to top up my account?,topping_up_by_card
tr_b04923ec6c,Where do you mail physical cards?,order_physical_card
tr_9e36a8927a,I am still waiting on my bank transfer,balance_not_updated_after_bank_transfer
tr_d534662388,"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",wrong_amount_of_cash_received
tr_14cc93ab67,My money didnt go through after I transferred.,beneficiary_not_allowed
tr_989c8d8408,Please explain the extra fee when I paid with the card.,card_payment_fee_charged
tr_ef933b9b48,How can I fix this? The ATM gave me more cash than I'd asked for.,wrong_amount_of_cash_received
tr_8b829922b2,I transferred some money but the balance stayed the same.,balance_not_updated_after_bank_transfer
tr_d593e889fe,My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?,top_up_failed
tr_4d6e3eb8a6,Help! My account doesn't show any funds. Is transferring funds an option I can use?,transfer_into_account
tr_6f7681ccdb,IS there a fee to exchange currency?,exchange_charge
tr_0f1a86eaf5,Why have I received a rebate for my payment after a week?,reverted_card_payment?
tr_28064fd291,How do I to up by card?,topping_up_by_card
tr_67628393ff,What does it mean if my cash withdrawal is pending?,pending_cash_withdrawal
tr_748ec4f2da,How do I exchange currencies with this,exchange_via_app
tr_fcf234f2ee,How do i top up my google pay?,apple_pay_or_google_pay
tr_03e1da99a9,Is it acceptable to use either Visa or Mastercard?,visa_or_mastercard
tr_67febcfc24,Will I be charged for topping up by transfer?,top_up_by_bank_transfer_charge
tr_2223e00473,Why did I get a fee from the ATM?,cash_withdrawal_charge
tr_6fb03dc481,"If I am in China, can I still order a new card and if so, how?",card_about_to_expire
tr_13173bfff2,what was the $1 fee i got,extra_charge_on_statement
tr_09767db1af,There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account.,direct_debit_payment_not_recognised
tr_37b1230bd8,I cannot tell what my top up currently is.,topping_up_by_card
tr_b5f1a7583b,I tried to transfer money but it didn't go through,failed_transfer
tr_c9d53bd08f,I managed to drunken block my card :(( Help!,pin_blocked
tr_ba88898778,My card was declined,declined_card_payment
tr_937e75e8db,Where is my new card if I haven't received it yet?,card_arrival
tr_9387465a80,"Its been 3 days, How long will my transfer take to get to my wallet?",transfer_timing
tr_e55624828d,I tired to get cash in the ATM but it was cancelled,declined_cash_withdrawal
tr_8bc24997df,I tried to withdraw cash from the ATM machine and it did not work. Can you tell me why?,declined_cash_withdrawal
tr_b52f9a2024,How long does it take for me to get my new card?,card_arrival
tr_a152a4f49e,Why hasn't my friend received the money i sent them yet?,transfer_not_received_by_recipient
tr_94b05ce4b6,I can't upload my identification.,unable_to_verify_identity
tr_0a9d23f846,Why was I charged an extra fee when using the card?,card_payment_fee_charged
tr_0f37d908f9,How do I withdraw money?,atm_support
tr_85714cce04,There is a charge for an additional pound.,extra_charge_on_statement
tr_1e94084083,What do I do if I do not recognise a cash withdrawal?,cash_withdrawal_not_recognised
tr_e15c2ad1a3,Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,card_payment_fee_charged
tr_a3588b4df7,Does it cost extra to send out more than one card?,getting_spare_card
tr_cc7d97425a,How do I add a new card?,card_linking
tr_f620731847,i need to proof my identity to you why and how?,why_verify_identity
tr_ac404edf5a,I hate this company! Can you delete my account?,terminate_account
tr_ae735d4994,There is a payment I don't recognize,card_payment_not_recognised
tr_2f554e63d3,Can you tell me how do I get a card?,order_physical_card
tr_30d85953d5,I have never been charged a card payment fee before. Why did this change?,card_payment_fee_charged
tr_6893b82f39,My refund has not yet been credited on my statement,Refund_not_showing_up
tr_86b9ca1385,How can I tell if an AMT will take this card?,atm_support
tr_d987a1902f,are you sending me my card?,card_delivery_estimate
tr_25a5138f69,Please provide me with the restrictions of the disposable cards.,disposable_card_limits
tr_1c3bd48d28,I happened to forget my password,passcode_forgotten
tr_fa5b30305d,Why is there a cash withdrawal I didn't make?,cash_withdrawal_not_recognised
tr_ab7149a83e,Will I get a visa or Mastercard?,visa_or_mastercard
tr_54a079b9f9,I see a direct debit payment on my app that I did not do,direct_debit_payment_not_recognised
tr_5919560fbe,"I keep checking to see if I've received a refund that I requested from a seller, but I'm not seeing the refund. I need you to help me get the refund.",Refund_not_showing_up
tr_61c1a545a1,I tried to get cash but it was declined!,declined_cash_withdrawal
tr_8559e925cd,Are you able to guide me to my card's location?,lost_or_stolen_card
tr_25afdfb8a3,Can I receive payment in another currency?,receiving_money
tr_af843133e1,I am having trouble transferring money to a beneficiery.,beneficiary_not_allowed
tr_a20f222b92,I am unhappy with an item I bought. How do I get a refund?,request_refund
tr_12f2b135ca,How can i get a refund for something i just bought?,request_refund
tr_5b1157b505,Why was my withdrawal declined,declined_cash_withdrawal
tr_a2dd6e94a0,How can you assist on verifying my identity?,verify_my_identity
tr_eb3e326aa3,How can my friend pay me?,receiving_money
tr_fe9eb07b93,I don't remember my password,passcode_forgotten
tr_4bf7d327e1,What happens if I deposit a cheque accidentally?,balance_not_updated_after_cheque_or_cash_deposit
tr_1c66a47a45,"My card couldn't complete a transfer, why?",failed_transfer
tr_750c8003f6,Your machine took my card. How do I get it back?,card_swallowed
tr_e452983bcc,I would like to get a Visa card,visa_or_mastercard
tr_1008352985,"I was overcharged at an ATM while on vacation. I needed cash so I had to use it, but your charges are outregous and I wish I would have known beforehand.",wrong_exchange_rate_for_cash_withdrawal
tr_d2423f9725,"Some cash was withdrawn in the app, but I did not do it.",cash_withdrawal_not_recognised
tr_6b8183f81a,How do I find my PIN?,get_physical_card
tr_c627308d01,Why haven't I been given a virtual card yet?,getting_virtual_card
tr_5faa04ab08,"If someone in a different country sends me money, do I have to pay a fee?",exchange_charge
tr_2bd3328def,i need to add express delivery if that's an option,card_delivery_estimate
tr_c6cbf626ac,What is the fee for topping up a US card?,top_up_by_card_charge
tr_30a8504ebe,Are these cards available in europe?,country_support
tr_2871b53a30,My source of funds require verification.,verify_source_of_funds
tr_b9ec2a1a73,Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?,failed_transfer
tr_b29f07c5a7,"I need to transfer money into my account, HOW?",transfer_into_account
tr_bf21ae514e,"When traveling, is it possible for it to add money at specific time intervals?",automatic_top_up
tr_cca8fa0221,Can you tell me what are disposable cards for?,get_disposable_virtual_card
tr_b2e20a1ebf,How do I access the virtual card?,getting_virtual_card
tr_985b95e4b2,I don't know what this Direct Debit payment is.,direct_debit_payment_not_recognised
tr_61a20cc357,There is a payment in my app that I did not make.  I have not used that card all day  Please reimburse my money.,direct_debit_payment_not_recognised
tr_46d9469a09,Why did my top-up not go through?,top_up_reverted
tr_7933988e53,"I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on?",transfer_fee_charged
tr_4e610a29b3,how come when i asked for 100 it only gave me 20.00 in the app,wrong_amount_of_cash_received
tr_66d30bf214,I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through?,pending_card_payment
tr_25e14d29f1,Why do you require identification documents,why_verify_identity
tr_ad634733b2,how come i was declined,declined_cash_withdrawal
tr_678933756b,What currencies are supported?,fiat_currency_support
tr_46f12dc899,What ATM accepts Mastercard?,atm_support
tr_e76e0356e7,How old do I need to be?,age_limit
tr_f9acf41e63,Was there a way for me to get tracking for that?,card_arrival
tr_6de2119eb1,I want to choose a new PIN.,change_pin
tr_292946f1f6,What countries do your accounts support?,country_support
tr_742318c04c,What do I do to activate my new card?,activate_my_card
tr_f4c74e0787,Why is there a direct debit to my account? I didn't do that.,direct_debit_payment_not_recognised
tr_642a286a61,"Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances.",card_payment_fee_charged
tr_cf56dbcd43,The app is showing a direct debit payment that I never made,direct_debit_payment_not_recognised
tr_694e495bcb,I have tried sending a standard transfer five times and it hasn't gone through. What is the problem?,failed_transfer
tr_59699c45a6,Why did the top-up fail?,top_up_failed
tr_96389e3c06,Could you help my figure out the exchange fee?,exchange_charge
tr_67b7b3c37b,Will this card work all over the world?,card_acceptance
tr_653fdf1fad,I need to delete my account.,terminate_account
tr_0f5412a904,Why was my transaction not approved?,failed_transfer
tr_1d11df94f1,I have been travelling overseas and I need to change my PIN. Can you tell me how this is done?,change_pin
tr_1b0d1f0c7c,Your service is bad.  Close my account.,terminate_account
tr_d21bc4f725,My topping up didn't go through.,top_up_failed
tr_900651ffb8,I seem to have lost my card.,lost_or_stolen_card
tr_d1741fc9f1,Is there a fee for european bank cards?,top_up_by_card_charge
tr_39a5791ddc,Is my card lost? I am still waiting for it to be delivered.,card_arrival
tr_ee40211f5d,Why was my transfer stopped ?,beneficiary_not_allowed
tr_e2d046a194,Why was I charged a fee for withdrawing money off my card?,cash_withdrawal_charge
tr_bd82b6195c,Do you have any accounts for children ?,age_limit
tr_23179d1b73,what is this extra charge with my purchase?,card_payment_fee_charged
tr_28cbdcd481,What fiat currencies are used for exchange?,fiat_currency_support
tr_70ae424573,"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",pending_top_up
tr_accfbcb535,I would like to know what your exchange rates are.,exchange_rate
tr_7ca0be22a4,I need to know when a payment will actually go through. I completed a payment using my card but it is just showing as pending at this point and it has been a while ago.,pending_card_payment
tr_1bb0a0d03c,Why do you need me to do an identity check?,why_verify_identity
tr_b2c5e628aa,where is my new card?,card_arrival
tr_d02e407cb9,I need to know which flat currencies are supported by you.,fiat_currency_support
tr_a3299e2d0d,Do I need to order a new card if mine is expiring?,card_about_to_expire
tr_734fe64912,"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.",pending_cash_withdrawal
tr_d2c3dcb6b4,I think someone stole money from my card,cash_withdrawal_not_recognised
tr_b23d7f934a,"Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up.",beneficiary_not_allowed
tr_ea8ab12706,How much is it to receive money?,top_up_by_bank_transfer_charge
tr_892f85c8e6,My card appears to have never arrived?,card_arrival
tr_76fed59409,What is wrong with my top-up?,pending_top_up
tr_18b66d35de,Why hasn't the transaction I did to my friend arrived yet?,transfer_not_received_by_recipient
tr_66e74372d8,"I received my Virtual card information, but was unable to use it to make a purchase. Why did this happen and what can I do?",virtual_card_not_working
tr_ff59ac7970,"The expiration date on my card is very soon, and I need to get a new one.  What are the price and delivery options for my replacement card?",card_about_to_expire
tr_40b952f391,Do you have any age limit?,age_limit
tr_bb313e952a,I am not able to verify my id. Why?,unable_to_verify_identity
tr_2bd0ec36c4,Do I have to pay for a second card?,getting_spare_card
tr_75fa19e266,I want to cancel a transfer I just made.,cancel_transfer
tr_1e50a74ea0,I would like to receive a refund for something I bought.,request_refund
tr_28452ca201,Why would I receive an error that my transfer isn't possible when I've done it before?,beneficiary_not_allowed
tr_59f725c95e,The passcode isn't working for me.,passcode_forgotten
tr_516289a47c,There is a fraudulent payment!,card_payment_not_recognised
tr_aff8c2eb46,Why does it still charge me even though I was unable to withdraw money from the ATM?,pending_cash_withdrawal
tr_44321f6f63,"Transfer unable to be completed, states 'declined'",declined_transfer
tr_6edd145fa7,Can I top-up my google pay?,apple_pay_or_google_pay
tr_4d7cd53336,Can it specifically be delivered on a certain date?,card_delivery_estimate
tr_7707965271,Why did you charge me extra when I withdrew cash?,cash_withdrawal_charge
tr_09bf104c11,I have a payment that is still pending,pending_card_payment
tr_819fe683c6,I would really like a physical card.,order_physical_card
tr_88346edd0f,Can money be exchanged from one currency to another?,exchange_via_app
tr_6251e5c383,Can I set it up to add money every few days automatically while I am traveling?,automatic_top_up
tr_173e7288e3,how to recover my passcode,passcode_forgotten
tr_522c383ce1,I don't know what pending transaction means.,pending_card_payment
tr_75269fb2a4,How can I verify my identity?,verify_my_identity
tr_c87ba834af,I saw I was charged extra for money I withdrew?,cash_withdrawal_charge
tr_cbd1b82c82,I am missing my refund.,Refund_not_showing_up
tr_916171d1da,I was not distributed all of cash that I requested,wrong_amount_of_cash_received
tr_a8bd31df22,When can I expect to receive my card?,card_delivery_estimate
tr_a7879f1d60,Please explain why my top-up hasn't been processed yet?,pending_top_up
tr_45cb4ec020,What is the reason why the transfer shows as pending?,pending_transfer
tr_400e67dcd1,Are cheques accepted for a top up?,top_up_by_cash_or_cheque
tr_847ee590eb,"What is this card payment, I do not recognize it.",card_payment_not_recognised
tr_64ac26f2a2,I can't find my card! Can you help?,lost_or_stolen_card
tr_99b4ea76ee,"Three months ago I bought a new house for my cat, fluffy.  Unfortunately Fluffy was not a fan of the house and it had to be returned to Pet Smart last week.  They said they have sent a refund but it's not there, can you tell me where it is?",Refund_not_showing_up
tr_6659544863,How can it be that my Card is not functioning anymore?,card_not_working
tr_5689a84cad,I'm not happy with service and would like to delete this account.,terminate_account
tr_a976ee041d,What do I have to do to prove my identity?,unable_to_verify_identity
tr_f8492acc61,Can I use your services without access to the app?,lost_or_stolen_phone
tr_5d9a07584d,What is the reason for the extra fee on my statement?,extra_charge_on_statement
tr_941b667485,I can't recognise this Direct Debit payment.,direct_debit_payment_not_recognised
tr_a94a9bf87a,It looks like my top-up was cancelled,top_up_reverted
tr_76e609d356,What happens if the ATM gives me the wrong amount of money?,wrong_amount_of_cash_received
tr_5adab906b7,Why isn't my payment showing?,reverted_card_payment?
tr_43663f6871,top up not completed,pending_top_up
tr_f89267977b,Why would my beneficiary not be allowed?,beneficiary_not_allowed
tr_5a6f3d6b09,Are your cards supported in the EU?,country_support
tr_34eb5f246d,My account was charged twice for one purchase,transaction_charged_twice
tr_a45a7a22d9,Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks.,balance_not_updated_after_bank_transfer
tr_af4274362c,Will you please help me get my card back?,card_swallowed
